species,collection_no,source_database,collection.authorizer,taxon_no,occurrence.reference_no,collection.reference_no,ma_max,ma_min,ma_mid,lithadj,minor_lithology,minor_lithology2,lithadj2,lithology2,lithology_mel,lithadj_mel,lithology2_mel,ref_lithology_mel,occurrence_no,slice,stage,single_occurrence,strat_range,gp_lat,gp_lng,latdec,lngdec,ma_range,slice_range,lithology1,energetic_system,specimen_no,mni,mni_assumed,abundance_ref,specimens,genus,family
Eurycephalella alcinae,92097,Fossilworks,J. Alroy,NA,31011,31011,122.46,112.6,117.53,planar lamination,NA,NA,NA,NA,limestone,NA,limestone,NA,832083,60,Aptian,yes,temporal single,-5.740652219,3.436231942,-7.3,-39.283333,0,1,limestone,low,1,1,n,98,adult specimen skeleton,Eurycephalella,NA
Euryodus primus,28267,Fossilworks,J. Alroy,NA,28484,9228,279.5,272.5,276,red,NA,conglomeratic,NA,sandstone,NA,NA,NA,NA,795226,33,Kungurian,yes,temporal single,0.427583791,-29.702617,33.7,-99.266667,0,1,claystone,low,5,5,n,1,NA,Euryodus,NA
Fayella chickashaensis,27475,Fossilworks,J. Alroy,NA,4327,4327,272.5,265,268.75,"concretionary,shelly/skeletal,green","conglomeratic,carbonaceous",NA,red,"""shale""",NA,NA,NA,NA,287732,34,Roadian-Wordian,yes,temporal single,8.011436527,-24.96688733,35.999444,-98.375833,0,1,sandstone,medium 1,2,2,n,1,NA,Fayella,NA
Ferganobatrachus riabinini,58187,ETE,M. Carrano,NA,26886,41122,167.7,164.7,166.2,red,NA,NA,NA,NA,NA,NA,NA,NA,745364,51,Bathonian,no,longer,40.43504512,85.45603491,40.896667,73.492778,3,3,claystone,low,1,1,y,1,NA,Ferganobatrachus,NA
Ferganobatrachus riabinini,46547,ETE,M. Carrano,NA,26886,12416,164.7,161.2,162.95,"lenticular,red",NA,NA,NA,NA,NA,NA,NA,NA,745315,53,Oxfordian,no,longer,40.06974119,79.23988241,41.326111,72.112222,3,3,siltstone,medium 1,1,1,y,1,NA,Ferganobatrachus,NA
Ferganobatrachus riabinini,37596,ETE,E. Fara,NA,10054,10054,164.7,161.2,162.95,"gray,blue",NA,NA,NA,NA,NA,NA,NA,NA,391662,53,Oxfordian,no,longer,40.1182127,79.35522951,41.334444,72.245833,3,3,claystone,low,2,2,n,1,NA,Ferganobatrachus,NA
Ferganobatrachus riabinini,46549,ETE,M. Carrano,NA,26886,12416,164.7,161.2,162.95,"gray,green",NA,NA,NA,NA,NA,NA,NA,NA,745313,53,Oxfordian,no,longer,40.0998157,79.35780486,41.31684,72.23825,3,3,siltstone,medium 1,3,1,y,201,3 hypocentrum fragments,Ferganobatrachus,NA
Ferganobatrachus riabinini,46545,ETE,M. Carrano,NA,17892,12416,164.7,161.2,162.95,"gray,green",NA,NA,gray,siltstone,NA,NA,NA,NA,587948,53,Oxfordian,no,longer,40.11734631,79.34020603,41.338333,72.231389,3,3,sandstone,medium 1,3,1,y,1,NA,Ferganobatrachus,NA
Galverpeton ibericum,67985,PaleoDB,M. Carrano,NA,19446,19446,130,125.45,127.725,gray,NA,NA,fine,"""siliciclastic""",marl,NA,marl,NA,632140,59,Barremian,yes,temporal single,27.26812118,22.67838866,40.666667,-0.666667,0,1,marl,low,1,1,y,1,NA,Galverpeton,NA
Georgenthalia clavinasica,80112,PaleoDB,R. Reisz,NA,27263,26922,290.1,279.5,284.8,"very fine,brown,red",NA,NA,NA,NA,NA,NA,NA,NA,790003,32,Artinskian,yes,temporal single,7.338746664,21.69541415,50.809722,10.618889,0,1,sandstone,medium 1,1,1,y,1,NA,Georgenthalia,Amphibamidae
Gerrothorax new species,101873,PaleoDB,R. Butler,NA,33823,33823,242,235,238.5,"green,yellow",NA,muddy,NA,dolomite,NA,NA,NA,NA,929781,41,Ladinian,yes,temporal single,28.86713299,28.00342122,49.214444,9.681111,0,1,marl,low,NA,NA,,NA,NA,Gerrothorax,Plagiosauridae
Gobiates asiaticus,58168,ETE,M. Carrano,NA,18862,38131,94.3,89.3,91.8,"""cross stratification""",NA,NA,NA,conglomerate,sandstone,current signs,sandstone,NA,985868,63,Turonian,yes,temporal single,35.92976291,70.46982967,42.117293,62.655315,0,1,sandstone,medium 2,1,1,y,1,NA,Gobiates,Gobiatidae
Gobiates kizylkumensis,58166,ETE,M. Carrano,NA,16510,16510,89.3,85.8,87.55,yellow,NA,NA,NA,NA,sandstone,NA,sandstone,NA,559668,64,Coniacian,no,longer,36.23407264,71.10928079,42.117293,62.655315,4,2,sandstone,medium 1,1,1,y,1,NA,Gobiates,Gobiatidae
Gobiates kizylkumensis,58168,ETE,M. Carrano,NA,18862,38131,94.3,89.3,91.8,"""cross stratification""",NA,NA,NA,conglomerate,sandstone,current signs,sandstone,NA,985870,63,Turonian,no,longer,35.92976291,70.46982967,42.117293,62.655315,4,2,sandstone,medium 2,1,1,y,1,NA,Gobiates,Gobiatidae
Gobiates sosedkoi,58179,ETE,M. Carrano,NA,18862,38128,89.3,85.8,87.55,NA,NA,NA,NA,NA,not reported,NA,NA,NA,985860,64,Coniacian,yes,temporal single,36.23407264,71.10928079,42.117293,62.655315,0,1,not reported,NA,1,1,y,1,NA,Gobiates,Gobiatidae
Gobiates tatarinovi,58168,ETE,M. Carrano,NA,18862,38131,94.3,89.3,91.8,"""cross stratification""",NA,NA,NA,conglomerate,NA,NA,NA,NA,985866,63,Turonian,yes,temporal single,35.92976291,70.46982967,42.117293,62.655315,0,1,sandstone,medium 2,1,1,y,1,NA,Gobiates,Gobiatidae
Gobiatoides parvus,58168,ETE,M. Carrano,NA,18862,38131,94.3,89.3,91.8,"""cross stratification""",NA,NA,NA,conglomerate,NA,NA,NA,NA,985876,63,Turonian,yes,temporal single,35.92976291,70.46982967,42.117293,62.655315,0,1,sandstone,medium 2,1,1,y,1,NA,Gobiatoides,Gobiatidae
Gobiops desertus,38135,PaleoDB,M. Carrano,36320,43872,10241,175.6,161.2,168.4,"fine,green",NA,NA,NA,NA,NA,NA,NA,NA,474466,50,Bajocian,no,longer,46.77905914,98.48791102,43.55,87.263,56,12,sandstone,medium 1,8,1,y,1,left postparietal; left supratemporal; axial 5 intercentra; associated right postfrontal; supratemporal,Gobiops,Brachyopidae
Gobiops desertus,89993,PaleoDB,R. Butler,NA,44442,30143,125.45,99.7,112.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098475,61,Albian,no,longer,38.68599897,100.7052072,43.55,87.263,56,12,not reported,NA,NA,NA,,NA,NA,Gobiops,Brachyopidae
Gonioglyptus huxleyi,117188,PaleoDB,R. Butler,NA,57226,37677,252.3,247.2,249.75,NA,conglomeratic,NA,NA,NA,NA,NA,NA,NA,1307358,39,Olenekian,yes,temporal single,-48.73037191,48.04975338,23.647222,86.8875,0,1,sandstone,medium 1,1,1,y,1,NA,Gonioglyptus,Trematosauridae
Gonioglyptus longirostris,175172,NA,R. Butler,NA,57226,57226,252.3,247.2,249.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307354,39,Olenekian,yes,temporal single,-48.73352247,48.02427544,23.630556,86.883333,0,1,not reported,NA,4,1,y,1,NA,Gonioglyptus,Trematosauridae
Goniorhynchus stovalli,79531,PaleoDB,J. Mueller,NA,26635,26635,279.5,272.5,276,red,NA,sandy,red or brown,"""shale""",NA,NA,NA,NA,739842,33,Kungurian,yes,temporal single,0.8869647,-27.60521107,35.169444,-97.368611,0,1,shale,low,11,11,n,210,skull and lower jaws; vertebrae,Goniorhynchus,Gymnarthridae
Gracilibatrachus avallei,28006,Fossilworks,J. Alroy,NA,44133,7671,130,125.45,127.725,planar lamination,NA,NA,NA,packstone,NA,NA,NA,NA,1094489,59,Barremian,yes,temporal single,27.7633892,21.8023602,40.64525,-1.880849,0,1,limestone,low,NA,NA,,NA,NA,Gracilibatrachus,NA
Habrosaurus dilatus,14906,Fossilworks,J. Alroy,NA,7598,2953,63.3,61.7,62.5,NA,NA,NA,NA,NA,shale/mudstone,greenish;  contains localized beds and lenses of grey sandstone,fine-grained siliciclastic,125,289591,68,Danian,no,longer,56.35974339,-72.94554166,45.8,-109.8,13,3,shale/mudstone,low,1,1,n,12,part of skeleton,Habrosaurus,Sirenidae
Habrosaurus dilatus,14805,Fossilworks,J. Alroy,NA,829,829,66.043,63.3,64.6715,NA,NA,NA,NA,NA,sandstone,NA,sandstone,123,520970,68,Danian,no,longer,54.16480909,-72.58571649,43.85,-108.35,13,3,sandstone,medium 1,1,1,n,12,jaw,Habrosaurus,Sirenidae
Habrosaurus dilatus,14541,Fossilworks,J. Alroy,NA,2236,1419,70.2,70,70.1,NA,NA,NA,NA,NA,sandstone,at 300 meters;  platte-type braided river system,sandstone,144,700712,67,Maastrichtian,no,longer,53.37197674,-68.71690184,41.940621,-106.891735,13,3,sandstone,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14543,Fossilworks,J. Alroy,NA,2236,1419,70.2,70,70.1,NA,NA,NA,NA,NA,sandstone/mudstone,at 504m,sandstone,144,700773,67,Maastrichtian,no,longer,53.35832429,-68.67475959,41.938138,-106.853413,13,3,sandstone/mudstone,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14534,Fossilworks,J. Alroy,NA,13103,960,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,178,487888,67,Maastrichtian,no,longer,58.52577197,-64.66765197,47.5667,-107.1,13,3,sandstone,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14654,Fossilworks,J. Alroy,NA,13103,960,67.3,67.1,67.2,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,488392,67,Maastrichtian,no,longer,58.29906384,-63.68367589,47.6,-106.2667,13,3,sandstone,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14535,Fossilworks,J. Alroy,NA,13103,960,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,487906,67,Maastrichtian,no,longer,58.51089416,-64.68217741,47.55,-107.1,13,3,sandstone,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,45102,ETE,M. Carrano,NA,11749,11749,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,458018,67,Maastrichtian,no,longer,56.07336081,-62.2100279,45.9777,-103.7539,13,3,sandstone,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14579,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone/shale,NA,sandstone,123,545462,67,Maastrichtian,no,longer,53.61898138,-65.2825539,43,-104.5,13,3,sandstone/shale,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14542,Fossilworks,J. Alroy,NA,2236,1419,70.2,70,70.1,NA,NA,NA,NA,NA,sandstone/mudstone,shale deposited in low-energy meandering river system,sandstone,144,700830,67,Maastrichtian,no,longer,53.36430305,-68.70958714,41.935326,-106.882239,13,3,sandstone/mudstone,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14527,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone and lignites,NA,lignite,123,545128,67,Maastrichtian,no,longer,53.61898138,-65.2825539,43,-104.5,13,3,sandstone and lignites,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,45144,ETE,M. Carrano,NA,11749,11749,66.9,66.7,66.8,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,458239,67,Maastrichtian,no,longer,56.43641776,-62.08160622,46.334,-103.8979,13,3,sandstone,medium 1,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14540,Fossilworks,J. Alroy,NA,2236,1419,70.2,70,70.1,NA,NA,NA,NA,NA,sandstone,at 611 meters;  sandy facies of fluvial origin; major stream,sandstone,144,650676,67,Maastrichtian,no,longer,53.3667174,-68.69976698,41.939878,-106.876311,13,3,sandstone,medium 1,1,1,n,12,UW 26619,Habrosaurus,Sirenidae
Habrosaurus dilatus,75296,ETE,M. Carrano,NA,2236,2236,70.2,70,70.1,NA,NA,NA,NA,NA,sandstone,sandstone is primary rocktype secondary is shale,NA,231,700811,67,Maastrichtian,no,longer,53.36695814,-68.7054525,41.938745,-106.880622,13,3,sandstone,medium 2,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14522,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,"""cross stratification""",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,545123,67,Maastrichtian,no,longer,53.8918548,-65.273961,43.25,-104.65,13,3,sandstone,medium 2,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14577,Fossilworks,J. Alroy,NA,13103,1239,70.6,66.043,68.3215,"""cross stratification""",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,488260,67,Maastrichtian,no,longer,53.85633135,-65.21099963,43.2333,-104.5833,13,3,sandstone,medium 2,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14524,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,"""cross stratification""",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,545141,67,Maastrichtian,no,longer,53.83619047,-65.20417375,43.2167,-104.5667,13,3,sandstone,medium 2,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14538,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,"""cross stratification""",NA,sandy,NA,"""shale""",sandstone,current signs,sandstone,NA,487998,67,Maastrichtian,no,longer,53.78058839,-65.20218927,43.1667,-104.5333,13,3,sandstone,medium 2,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14596,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,"""cross stratification"",brown,yellow",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,488976,67,Maastrichtian,no,longer,53.77561785,-65.25146369,43.15,-104.5667,13,3,sandstone,medium 2,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,14458,Fossilworks,J. Alroy,NA,13103,2237,75.5,75.3,75.4,"ferruginous,pebbly",NA,argillaceous,"""cross stratification"",yellow",sandstone,sandstone,current signs,sandstone,NA,480365,66,Campanian,no,longer,52.2963171,-66.36941035,42.8544,-107.2781,13,3,sandstone,medium 2,1,1,y,1,NA,Habrosaurus,Sirenidae
Habrosaurus dilatus,133002,PaleoDB,P. Mannion,246222,42824,42824,70.6,66.043,68.3215,NA,NA,NA,NA,NA,not reported,NA,NA,NA,1071589,67,Maastrichtian,no,longer,53.61898138,-65.2825539,43,-104.5,13,3,not reported,NA,1,1,n,100,1 vertebra,Habrosaurus,Sirenidae
Habrosaurus dilatus,45118,ETE,M. Carrano,NA,11749,11749,66.9,66.3,66.6,NA,silty,NA,NA,NA,mudstone,NA,fine-grained siliciclastic,NA,820671,67,Maastrichtian,no,longer,56.33308485,-61.99285987,46.264,-103.7669,13,3,mudstone,low,2,1,n,12,dentary,Habrosaurus,Sirenidae
Habrosaurus dilatus,14505,Fossilworks,J. Alroy,NA,13103,3880,67.3,67.1,67.2,NA,NA,NA,NA,NA,sandstone,yellow,sandstone,123,483633,67,Maastrichtian,no,longer,53.79570316,-65.1904374,43.183333,-104.533333,13,3,sandstone,medium 1,2,1,n,123,1 vertebra + 1 hyobranchialh,Habrosaurus,Sirenidae
Habrosaurus dilatus,14639,Fossilworks,J. Alroy,NA,13103,960,70.6,66.043,68.3215,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,488572,67,Maastrichtian,no,longer,58.60359539,-65.17261063,47.5167,-107.5,13,3,sandstone,medium 1,2,1,n,123,2 vertebrae,Habrosaurus,Sirenidae
Habrosaurus dilatus,14610,Fossilworks,J. Alroy,NA,11749,1984,66.9,66.7,66.8,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,458161,67,Maastrichtian,no,longer,56.04082374,-61.60752462,46.1,-103.3,13,3,sandstone,medium 1,2,1,y,12,not specified,Habrosaurus,Sirenidae
Habrosaurus dilatus,14865,Fossilworks,J. Alroy,NA,727,3649,63.3,61.7,62.5,NA,NA,NA,NA,NA,siltstone,NA,siltstone,123,691906,68,Danian,no,longer,47.25021292,-76.19954045,36.5746,-107.9747,13,3,siltstone,medium 1,2,2,n,12,2 dentaries,Habrosaurus,Sirenidae
Habrosaurus dilatus,14874,Fossilworks,J. Alroy,NA,23573,23573,63.3,61.7,62.5,NA,NA,NA,NA,NA,sandstone,NA,sandstone,NA,649698,68,Danian,no,longer,55.11341377,-66.74332764,46.05,-104.483333,13,3,sandstone,medium 1,3,1,y,12,2 vertebrae + 1 tooth plate,Habrosaurus,Sirenidae
Habrosaurus dilatus,85498,ETE,M. Carrano,NA,28887,28887,70.6,66.043,68.3215,"planar lamination,paleosol/pedogenic,fine,gypsiferous,intraclastic",NA,NA,NA,NA,siltstone,NA,siltstone,NA,790037,67,Maastrichtian,no,longer,58.5053884,-64.39257931,47.613911,-106.896561,13,3,siltstone,medium 1,3,1,y,101,not specified,Habrosaurus,Sirenidae
Habrosaurus dilatus,14549,Fossilworks,J. Alroy,NA,13103,960,67.7,67.5,67.6,NA,silty,NA,NA,NA,sandstone,NA,sandstone,NA,488068,67,Maastrichtian,no,longer,58.26608988,-63.90828432,47.5167,-106.4,13,3,sandstone,medium 1,3,1,y,12,premaxilla,Habrosaurus,Sirenidae
Habrosaurus dilatus,14514,Fossilworks,J. Alroy,NA,1129,1129,70.6,66.043,68.3215,"brown,gray",NA,NA,NA,NA,mudstone,NA,fine-grained siliciclastic,NA,464352,67,Maastrichtian,no,longer,53.55144824,-71.00888142,41.5683,-108.6678,13,3,mudstone,low,10,1,y,12,based on one dentary. rest unidentified,Habrosaurus,Sirenidae
Habrosaurus dilatus,14566,Fossilworks,J. Alroy,NA,803,14177,70.6,66.043,68.3215,"""cross stratification""",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,488164,67,Maastrichtian,no,longer,53.73451813,-65.18566841,43.128947,-104.494713,13,3,sandstone,medium 2,12,3,n,122,reference not available Estes 1964,Habrosaurus,Sirenidae
Habrosaurus dilatus,14655,Fossilworks,J. Alroy,NA,1535,1535,68.1,67.9,68,"gray,green",NA,NA,NA,NA,sandstone,NA,sandstone,NA,1071592,67,Maastrichtian,no,longer,60.46140576,-64.59573444,49.3,-108.4,13,3,sandstone,medium 1,14,3,n,12,2 vomers; 6 premaxilla; 1 maxilla; 4 dentaries;1 atlas,Habrosaurus,Sirenidae
Habrosaurus dilatus,14519,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,NA,sandy,NA,NA,NA,shale,NA,fine-grained siliciclastic,NA,487827,67,Maastrichtian,no,longer,53.77561785,-65.25146369,43.15,-104.5667,13,3,shale,low,31,4,n,12,based on 4 dentaries,Habrosaurus,Sirenidae
Habrosaurus dilatus,14585,Fossilworks,J. Alroy,NA,803,1239,70.6,66.043,68.3215,NA,carbonaceous,NA,NA,NA,sandstone,NA,sandstone,NA,464127,67,Maastrichtian,no,longer,53.76648216,-65.35413425,43.116331,-104.636999,13,3,sandstone,medium 1,73,2,n,12,based on 2 maxillae,Habrosaurus,Sirenidae
Habrosaurus dilatus,14912,Fossilworks,J. Alroy,NA,14358,2953,63.3,61.7,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,520521,68,Danian,no,longer,54.75767035,-73.03790997,44.3,-109,13,3,NA,NA,NA,1,y,104,not specified,Habrosaurus,Sirenidae
Habrosaurus dilatus,13142,PaleoDB,E. Fara,NA,4381,4377,69.4,69.2,69.3,current ripples,NA,NA,NA,NA,sandstone,current signs,sandstone,NA,149311,67,Maastrichtian,no,longer,58.42520415,-63.31858327,47.8,-106.1,13,3,sandstone,medium 2,NA,9,,103,vertebrae; atlantes; dentaries,Habrosaurus,Sirenidae
Habrosaurus dilatus,14557,Fossilworks,J. Alroy,NA,774,774,70.6,66.043,68.3215,"""cross stratification"",gray",NA,NA,NA,NA,sandstone,current signs,sandstone,NA,287923,67,Maastrichtian,no,longer,53.85065642,-64.92080151,43.3,-104.366667,13,3,sandstone,medium 2,NA,NA,,163,missing reference Whitmiore Martin 1986,Habrosaurus,Sirenidae
Habrosaurus prodilatus,14463,Fossilworks,J. Alroy,NA,42825,1517,74.7,74.5,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170323,66,Campanian,no,longer,59.63637009,-64.77525518,49.9567,-110.2662,0,1,not reported,NA,NA,NA,,NA,NA,Habrosaurus,Sirenidae
Hapsidopareion lepton,67945,Fossilworks,J. Alroy,NA,19411,19411,279.5,272.5,276,"green,red",NA,NA,"""cross stratification"",red",sandstone,NA,NA,NA,NA,631443,33,Kungurian,yes,temporal single,0.640417343,-29.10899674,34.189722,-98.787778,0,1,shale,low,9,8,n,213,8 skulls mostly flattened;  one pelvis,Hapsidopareion,Hapsidopareiontidae
Hatzegobatrachus grigorescui,67817,ETE,M. Carrano,NA,37358,19377,70.6,66.043,68.3215,"gray,green",silty,NA,NA,NA,NA,NA,NA,NA,972196,67,Maastrichtian,no,temporal single,25.16541867,28.89306339,45.61667,22.78333,0,1,mudstone,low,NA,NA,,NA,NA,Hatzegobatrachus,NA
Hemiprichisaurus keuperinus,22684,ETE,A. Behrensmeyer,NA,44850,53337,205.6,201.6,203.6,"gray,green,red,blue",NA,NA,NA,sandstone,NA,NA,NA,NA,1104070,44,Rhaetian,yes,temporal single,38.57686635,17.95421963,51.8975,11.073611,0,1,claystone,low,NA,NA,,NA,NA,Hemiprichisaurus,NA
Hensonbatrachus kermiti,45264,Fossilworks,J. Alroy,NA,56071,16643,79.2,79,79.1,"lag,fine,medium,pebbly,intraclastic",NA,"sandy,carbonaceous",NA,siltstone,NA,NA,NA,NA,1292578,66,Campanian,no,temporal single,60.68660083,-65.5392615,50.747657,-111.502131,5,1,sandstone,medium 1,NA,NA,,NA,NA,Hensonbatrachus,NA
Hensonbatrachus kermiti,47816,PaleoDB,R. Whatley,NA,56071,16643,79.2,79,79.1,"planar lamination,fine,medium,sideritic",silty,NA,NA,NA,NA,NA,NA,NA,1292577,66,Campanian,no,temporal single,60.6815983,-65.50492783,50.750278,-111.474722,5,1,sandstone,medium 1,NA,NA,,NA,NA,Hensonbatrachus,NA
Hensonbatrachus kermiti,47794,PaleoDB,R. Whatley,NA,56071,5929,79.2,79,79.1,"very fine,fine",carbonaceous,NA,NA,NA,NA,NA,NA,NA,1292580,66,Campanian,no,temporal single,60.70152438,-65.566764,50.755441,-111.531418,5,1,sandstone,medium 1,NA,NA,,NA,NA,Hensonbatrachus,NA
Hensonbatrachus kermiti,47795,PaleoDB,R. Whatley,NA,56071,5929,79.2,79,79.1,"lenticular,very fine,fine","silty,carbonaceous",NA,NA,NA,NA,NA,NA,NA,1292581,66,Campanian,no,temporal single,60.7117971,-65.25778206,50.829138,-111.321971,5,1,sandstone,medium 1,NA,NA,,NA,NA,Hensonbatrachus,NA
Hensonbatrachus kermiti,22697,ETE,A. Behrensmeyer,NA,56071,16643,79.7,79.5,79.6,current ripples,NA,NA,NA,NA,NA,NA,NA,NA,1292579,66,Campanian,no,temporal single,60.77726811,-65.63722308,50.809347,-111.631664,5,1,sandstone,medium 2,NA,NA,,NA,NA,Hensonbatrachus,NA
Hensonbatrachus kermiti,172610,NA,P. Mannion,NA,56071,56071,84.9,70.6,77.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292582,66,Campanian,no,temporal single,60.70152438,-65.566764,50.755441,-111.531418,5,1,not reported,NA,NA,NA,,NA,NA,Hensonbatrachus,NA
Hensonbatrachus kermiti,172611,NA,P. Mannion,NA,56071,56071,84.9,70.6,77.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292583,66,Campanian,no,temporal single,60.70152438,-65.566764,50.755441,-111.531418,5,1,not reported,NA,NA,NA,,NA,NA,Hensonbatrachus,NA
Hensonbatrachus kermiti,14463,Fossilworks,J. Alroy,NA,56071,1517,74.7,74.5,74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292576,66,Campanian,no,temporal single,59.63637009,-64.77525518,49.9567,-110.2662,5,1,not reported,NA,NA,NA,,NA,NA,Hensonbatrachus,NA
Hensonbatrachus kermiti,172612,NA,P. Mannion,NA,56071,56071,84.9,70.6,77.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292584,66,Campanian,no,temporal single,60.70152438,-65.566764,50.755441,-111.531418,5,1,not reported,NA,NA,NA,,NA,NA,Hensonbatrachus,NA
Horezmia gracile,58208,ETE,M. Carrano,NA,19868,25546,105.3,99.7,102.5,pebbly,calcareous,sandy,pebbly,claystone,sandstone,NA,sandstone,NA,984091,61,Albian,no,longer,34.23167808,81.14681355,40.1,65.8,6,2,sandstone,medium 2,NA,1,y,45,not specified,Horezmia,Scapherpetontidae
Horezmia gracile,68823,PaleoDB,E. Fara,NA,19868,19868,99.7,94.3,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,984092,62,Cenomanian,no,longer,37.52903591,71.17023092,42.366667,60.033333,6,2,NA,NA,NA,1,y,45,not specified,Horezmia,Scapherpetontidae
Horezmia gracile,68823,PaleoDB,E. Fara,NA,19868,19868,99.7,94.3,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,984092,62,Cenomanian,no,longer,37.52903591,71.17023092,42.366667,60.033333,6,2,NA,NA,NA,1,y,45,not specified,Horezmia,Scapherpetontidae
Hungarobatrachus szukacsi,48722,PaleoDB,M. Carrano,37422,38712,15353,85.8,84.9,85.35,NA,sandy,argillaceous,gray,sandstone,claystone,NA,fine-grained siliciclastic,NA,486501,65,Santonian,yes,temporal single,31.56505601,29.33592292,47.2167,17.6,0,1,claystone,medium 1,12,5,n,105,based on 5 right ilia; 1 left ilium; 1 tibio-fibula; 4 fragmentary tibio-fibulae,Hungarobatrachus,NA
Hyla baderi,20573,Fossilworks,J. Alroy,NA,25711,3580,0.126,0.012,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,709018,80,Pleistocene,yes,temporal single,29.76770278,-82.03735856,29.6,-82.416667,0,1,NA,NA,NA,NA,,NA,NA,Hyla,Hylidae
Hyla miocenica,18665,Fossilworks,J. Alroy,NA,713,6198,15.97,13.6,14.785,NA,NA,NA,NA,NA,not reported,NA,NA,NA,289352,77,Middle Miocene,no,temporal single,33.28391321,-89.63075127,30.5,-95,1,1,not reported,NA,1,1,n,34,1 ilium,Hyla,Hylidae
Hyla miocenica,140202,PaleoDB,J. Head,NA,45287,45287,15.97,13.6,14.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108005,77,Middle Miocene,no,temporal single,33.46966238,-89.66786888,30.683333,-95.05,1,1,not reported,NA,1,1,y,1,NA,Hyla,Hylidae
Hylerpeton dawsoni,28069,Fossilworks,J. Alroy,NA,32316,7856,318.1,314.6,316.35,gray,NA,NA,NA,coal,NA,NA,NA,NA,853421,27,Bashkirian,yes,temporal single,-16.28427248,-12.32952091,45.698611,-64.451389,0,1,sandstone,medium 1,1,1,y,1,NA,Hylerpeton,Hylonomidae
Ichthyerpeton squamosum,85292,PaleoDB,J. Mueller,NA,28743,28831,311.45,306.95,309.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,963876,28,Moscovian,yes,temporal single,-9.920517005,-19.89157669,40.567778,-80.673333,0,1,coal,low,NA,NA,,NA,NA,Ichthyerpeton,Colosteidae
